name,file,lineno
User1.__eq__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects.py,50
User2,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects.py,54
User2.__init__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects.py,55
User2.__repr__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects.py,59
uid_equal,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects.py,64
TypeEqualTest,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects.py,70
TypeEqualTest.setUp,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects.py,71
TypeEqualTest.test_compare_using_type_equality_registry,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects.py,84
ListOfItemsEqualTest,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects.py,88
ListOfItemsEqualTest.test1,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects.py,89
ManyOutcomes,/Users/haiv/Projects/python-sandbox/stdlib/unittest/tests_being_skipped.py,8
ManyOutcomes.test_failed,/Users/haiv/Projects/python-sandbox/stdlib/unittest/tests_being_skipped.py,9
ManyOutcomes.test_skipped,/Users/haiv/Projects/python-sandbox/stdlib/unittest/tests_being_skipped.py,13
ManyOutcomes.test_pass,/Users/haiv/Projects/python-sandbox/stdlib/unittest/tests_being_skipped.py,16
ManyOutcomes.test_skipped_from_inside,/Users/haiv/Projects/python-sandbox/stdlib/unittest/tests_being_skipped.py,19
ListTest,/Users/haiv/Projects/python-sandbox/stdlib/unittest/list_not_empty.py,8
ListTest.test_using_empty_list_pass,/Users/haiv/Projects/python-sandbox/stdlib/unittest/list_not_empty.py,10
ListTest.test_using_empty_list_fail,/Users/haiv/Projects/python-sandbox/stdlib/unittest/list_not_empty.py,14
ListTest.test_using_assert_true_fail,/Users/haiv/Projects/python-sandbox/stdlib/unittest/list_not_empty.py,18
ListTest.test_using_assert_true_pass,/Users/haiv/Projects/python-sandbox/stdlib/unittest/list_not_empty.py,22
TestWithHook,/Users/haiv/Projects/python-sandbox/stdlib/unittest/test_fail_hook.py,12
TestWithHook.failureException,/Users/haiv/Projects/python-sandbox/stdlib/unittest/test_fail_hook.py,14
TestWithHook.failureException.MyFailure,/Users/haiv/Projects/python-sandbox/stdlib/unittest/test_fail_hook.py,15
TestWithHook.failureException.MyFailure.__init__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/test_fail_hook.py,16
MyTest,/Users/haiv/Projects/python-sandbox/stdlib/unittest/test_fail_hook.py,23
MyTest.test1,/Users/haiv/Projects/python-sandbox/stdlib/unittest/test_fail_hook.py,24
User2,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects_with_addTypeEqualityFunc.py,40
User2.__init__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects_with_addTypeEqualityFunc.py,41
User2.__repr__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects_with_addTypeEqualityFunc.py,45
create_comparison,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects_with_addTypeEqualityFunc.py,50
create_comparison.compare_function,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects_with_addTypeEqualityFunc.py,52
TypeEqualTest,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects_with_addTypeEqualityFunc.py,63
TypeEqualTest.setUp,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects_with_addTypeEqualityFunc.py,64
TypeEqualTest.test_should_pass,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects_with_addTypeEqualityFunc.py,68
TypeEqualTest.test_should_fail,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects_with_addTypeEqualityFunc.py,71
TypeEqualTest.test_list_of_objects,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects_with_addTypeEqualityFunc.py,74
replace_filename,/Users/haiv/Projects/python-sandbox/stdlib/unittest/path_lib.py,3
MyObject,/Users/haiv/Projects/python-sandbox/stdlib/unittest/error_message_should_be_helpful.py,4
MyObject.__init__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/error_message_should_be_helpful.py,5
MyTest,/Users/haiv/Projects/python-sandbox/stdlib/unittest/error_message_should_be_helpful.py,9
MyTest.test_not_helpful,/Users/haiv/Projects/python-sandbox/stdlib/unittest/error_message_should_be_helpful.py,10
namedtuple,/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/collections/__init__.py,345
namedtuple._make,/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/collections/__init__.py,438
namedtuple._replace,/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/collections/__init__.py,447
namedtuple.__repr__,/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/collections/__init__.py,456
namedtuple._asdict,/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/collections/__init__.py,460
namedtuple.__getnewargs__,/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/collections/__init__.py,464
parse_test_stat,/Users/haiv/Projects/python-sandbox/stdlib/unittest/statistics/run_and_report.py,7
print_list,/Users/haiv/Projects/python-sandbox/stdlib/unittest/statistics/run_and_report.py,16
TestSomething,/Users/haiv/Projects/python-sandbox/stdlib/unittest/statistics/test_something.py,9
TestSomething.test_water,/Users/haiv/Projects/python-sandbox/stdlib/unittest/statistics/test_something.py,10
TestSomething.test_ice,/Users/haiv/Projects/python-sandbox/stdlib/unittest/statistics/test_something.py,14
TestSomething.test_sugar,/Users/haiv/Projects/python-sandbox/stdlib/unittest/statistics/test_something.py,17
TestSomething.test_coffee,/Users/haiv/Projects/python-sandbox/stdlib/unittest/statistics/test_something.py,21
TestSomething.test_cream,/Users/haiv/Projects/python-sandbox/stdlib/unittest/statistics/test_something.py,25
TestSomething.test_salt,/Users/haiv/Projects/python-sandbox/stdlib/unittest/statistics/test_something.py,29
BaseTest,/Users/haiv/Projects/python-sandbox/stdlib/unittest/statistics/test_something.py,33
TestOtherThings,/Users/haiv/Projects/python-sandbox/stdlib/unittest/statistics/test_something.py,38
TestOtherThings._helper,/Users/haiv/Projects/python-sandbox/stdlib/unittest/statistics/test_something.py,39
TestOtherThings.test_other_coffee,/Users/haiv/Projects/python-sandbox/stdlib/unittest/statistics/test_something.py,42
TestMoreStuff,/Users/haiv/Projects/python-sandbox/stdlib/unittest/statistics/test_something.py,47
TestMoreStuff.test1,/Users/haiv/Projects/python-sandbox/stdlib/unittest/statistics/test_something.py,48
get_exception,/Users/haiv/Projects/python-sandbox/stdlib/unittest/statistics/xunit2csv.py,26
get_options,/Users/haiv/Projects/python-sandbox/stdlib/unittest/statistics/xunit2csv.py,30
MyTestCase,/Users/haiv/Projects/python-sandbox/stdlib/unittest/logging_using_decorator/logging_decorator_demo.py,8
MyTestCase.setUp,/Users/haiv/Projects/python-sandbox/stdlib/unittest/logging_using_decorator/logging_decorator_demo.py,9
MyTestCase.test1,/Users/haiv/Projects/python-sandbox/stdlib/unittest/logging_using_decorator/logging_decorator_demo.py,12
MyTestCase.test2,/Users/haiv/Projects/python-sandbox/stdlib/unittest/logging_using_decorator/logging_decorator_demo.py,16
wraps,/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/functools.py,65
create_logger,/Users/haiv/Projects/python-sandbox/stdlib/unittest/logging_using_decorator/logtools.py,14
test_case_logger,/Users/haiv/Projects/python-sandbox/stdlib/unittest/logging_using_decorator/logtools.py,39
test_case_logger.add_logging,/Users/haiv/Projects/python-sandbox/stdlib/unittest/logging_using_decorator/logtools.py,48
test_case_logger.add_logging.setUp_with_logging,/Users/haiv/Projects/python-sandbox/stdlib/unittest/logging_using_decorator/logtools.py,55
test_case_logger.add_logging.tearDown_with_logging,/Users/haiv/Projects/python-sandbox/stdlib/unittest/logging_using_decorator/logtools.py,62
Foo,/Users/haiv/Projects/python-sandbox/stdlib/unittest/mock/mock_tryout.py,8
Foo.__init__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/mock/mock_tryout.py,9
Foo.__repr__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/mock/mock_tryout.py,12
Foo.greet,/Users/haiv/Projects/python-sandbox/stdlib/unittest/mock/mock_tryout.py,15
setUp,/Users/haiv/Projects/python-sandbox/stdlib/unittest/nose/stand_alone_tests.py,1
test_sa1,/Users/haiv/Projects/python-sandbox/stdlib/unittest/nose/stand_alone_tests.py,5
User1,/Users/haiv/Projects/python-sandbox/stdlib/unittest/nose/test_package/user_tests.py,40
User1.__init__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/nose/test_package/user_tests.py,41
User1.__repr__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/nose/test_package/user_tests.py,45
User1.__eq__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/nose/test_package/user_tests.py,50
User2,/Users/haiv/Projects/python-sandbox/stdlib/unittest/nose/test_package/user_tests.py,54
User2.__init__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/nose/test_package/user_tests.py,55
User2.__repr__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/nose/test_package/user_tests.py,59
uid_equal,/Users/haiv/Projects/python-sandbox/stdlib/unittest/nose/test_package/user_tests.py,64
TypeEqualTest,/Users/haiv/Projects/python-sandbox/stdlib/unittest/nose/test_package/user_tests.py,70
TypeEqualTest.setUp,/Users/haiv/Projects/python-sandbox/stdlib/unittest/nose/test_package/user_tests.py,71
TypeEqualTest.test_compare_using_type_equality_registry,/Users/haiv/Projects/python-sandbox/stdlib/unittest/nose/test_package/user_tests.py,84
list_members,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/sandbox_tests.py,9
SandboxTest,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/sandbox_tests.py,30
SandboxTest.test1,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/sandbox_tests.py,31
SandboxTest.test_get_test_name,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/sandbox_tests.py,34
EqualityTest,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/sandbox_tests.py,42
EqualityTest.test_almost_equal,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/sandbox_tests.py,43
EqualityTest.test_equal,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/sandbox_tests.py,48
EqualityTest.test_list_almost_equal,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/sandbox_tests.py,53
RetrospectionTest,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/retrospection_tests.py,6
RetrospectionTest.setUp,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/retrospection_tests.py,7
RetrospectionTest.test_get_test_name,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/retrospection_tests.py,11
RetrospectionTest.test_get_class_name,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/retrospection_tests.py,14
RetrospectionTest.test_get_module_name,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/retrospection_tests.py,17
RetrospectionTest.test_aimless,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/retrospection_tests.py,20
BaseClass,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/retrospection_tests.py,24
BaseClass.setUp,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/retrospection_tests.py,25
UseBaseTest,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/retrospection_tests.py,28
UseBaseTest.test1,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/retrospection_tests.py,30
TestBase,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/mixin_tests.py,8
TestBase.setUpClass,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/mixin_tests.py,10
TestBase.tearDownClass,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/mixin_tests.py,13
TestBase.setUp,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/mixin_tests.py,15
TestBase.tearDown,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/mixin_tests.py,17
MyMixin,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/mixin_tests.py,21
MyMixin.setUp,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/mixin_tests.py,22
MyMixin.helper1,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/mixin_tests.py,27
UseMixin,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/mixin_tests.py,30
UseMixin.test1,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/mixin_tests.py,31
TestBase,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/base_class_setup_tests.py,8
TestBase.setUpClass,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/base_class_setup_tests.py,10
TestBase.tearDownClass,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/base_class_setup_tests.py,13
TestBase.setUp,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/base_class_setup_tests.py,15
TestBase.tearDown,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/base_class_setup_tests.py,17
TestBase2,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/base_class_setup_tests.py,20
TestBase2.setUp,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/base_class_setup_tests.py,21
MyTestCase,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/base_class_setup_tests.py,25
MyTestCase.setUp,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/base_class_setup_tests.py,26
MyTestCase.test_something,/Users/haiv/Projects/python-sandbox/stdlib/unittest/sandbox/base_class_setup_tests.py,29
MyTestCase,/Users/haiv/Projects/python-sandbox/stdlib/unittest/unittest_tips_trick/docstring_format.py,3
MyTestCase.test_that_failed,/Users/haiv/Projects/python-sandbox/stdlib/unittest/unittest_tips_trick/docstring_format.py,4
User,/Users/haiv/Projects/python-sandbox/stdlib/unittest/unittest_tips_trick/user.py,1
User.__init__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/unittest_tips_trick/user.py,2
User.__eq__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/unittest_tips_trick/user.py,6
User.__repr__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/unittest_tips_trick/user.py,9
User.__str__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/unittest_tips_trick/user.py,12
User,/Users/haiv/Projects/python-sandbox/stdlib/unittest/unittest_tips_trick/user.py,1
User.__init__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/unittest_tips_trick/user.py,2
User.__eq__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/unittest_tips_trick/user.py,6
User.__repr__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/unittest_tips_trick/user.py,9
User.__str__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/unittest_tips_trick/user.py,12
MyTestCase,/Users/haiv/Projects/python-sandbox/stdlib/unittest/unittest_tips_trick/compare_lists_ordered.py,8
MyTestCase.test_compare_list_of_objects,/Users/haiv/Projects/python-sandbox/stdlib/unittest/unittest_tips_trick/compare_lists_ordered.py,15
MyTestCase,/Users/haiv/Projects/python-sandbox/stdlib/unittest/unittest_tips_trick/compare_lists_unordered.py,7
MyTestCase.test_use_long_message,/Users/haiv/Projects/python-sandbox/stdlib/unittest/unittest_tips_trick/compare_lists_unordered.py,8
MyTestCase,/Users/haiv/Projects/python-sandbox/stdlib/unittest/unittest_tips_trick/identical_error_message.py,3
MyTestCase.test_undo_redo,/Users/haiv/Projects/python-sandbox/stdlib/unittest/unittest_tips_trick/identical_error_message.py,4
User1,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects.py,40
User1.__init__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects.py,41
User1.__repr__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects.py,45
User1.__eq__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects.py,50
User2,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects.py,54
User2.__init__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects.py,55
User2.__repr__,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects.py,59
uid_equal,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects.py,64
TypeEqualTest,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects.py,70
TypeEqualTest.setUp,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects.py,71
TypeEqualTest.test_compare_using_type_equality_registry,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects.py,84
ListOfItemsEqualTest,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects.py,88
ListOfItemsEqualTest.test1,/Users/haiv/Projects/python-sandbox/stdlib/unittest/compare_objects.py,89
MyTestCase,/Users/haiv/Projects/python-sandbox/stdlib/unittest/unittest_tips_trick/use_long_message.py,3
MyTestCase.test_use_long_message,/Users/haiv/Projects/python-sandbox/stdlib/unittest/unittest_tips_trick/use_long_message.py,4
icd,/Users/haiv/Projects/python-sandbox/stdlib/curses/curses_menu_tryout/gcd.py,12
greet,/Users/haiv/Projects/python-sandbox/stdlib/marshal/code_marshal/code_marshal.py,7
Visitor,/Users/haiv/Projects/python-sandbox/stdlib/inspect/parse_setstate_using_ast.py,6
Visitor.__init__,/Users/haiv/Projects/python-sandbox/stdlib/inspect/parse_setstate_using_ast.py,7
Visitor.visit_FunctionDef,/Users/haiv/Projects/python-sandbox/stdlib/inspect/parse_setstate_using_ast.py,33
Visitor.visit_Dict,/Users/haiv/Projects/python-sandbox/stdlib/inspect/parse_setstate_using_ast.py,39
main,/Users/haiv/Projects/python-sandbox/stdlib/inspect/parse_setstate_using_ast.py,43
get_getstate_body,/Users/haiv/Projects/python-sandbox/stdlib/inspect/parse_setstate_using_inspect.py,8
main,/Users/haiv/Projects/python-sandbox/stdlib/inspect/parse_setstate_using_inspect.py,35
MyEnum,/Users/haiv/Projects/python-sandbox/tools/pytags/sample.py,6
Foo,/Users/haiv/Projects/python-sandbox/tools/pytags/sample.py,11
Foo.FooChild,/Users/haiv/Projects/python-sandbox/tools/pytags/sample.py,13
Foo.FooChild.FooGrandChild,/Users/haiv/Projects/python-sandbox/tools/pytags/sample.py,14
Foo.__getattr__,/Users/haiv/Projects/python-sandbox/tools/pytags/sample.py,17
Foo.method1,/Users/haiv/Projects/python-sandbox/tools/pytags/sample.py,25
Foo.method2,/Users/haiv/Projects/python-sandbox/tools/pytags/sample.py,29
Foo.foo,/Users/haiv/Projects/python-sandbox/tools/pytags/sample.py,34
Bar,/Users/haiv/Projects/python-sandbox/tools/pytags/sample.py,37
Bar.method1,/Users/haiv/Projects/python-sandbox/tools/pytags/sample.py,38
Bar.property1,/Users/haiv/Projects/python-sandbox/tools/pytags/sample.py,42
hello,/Users/haiv/Projects/python-sandbox/tools/pytags/sample.py,45
get_files,/Users/haiv/Projects/python-sandbox/stdlib/inspect/compare_classes.py,8
compare_files,/Users/haiv/Projects/python-sandbox/stdlib/inspect/compare_classes.py,20
print_files_set,/Users/haiv/Projects/python-sandbox/stdlib/inspect/compare_classes.py,29
get_classes,/Users/haiv/Projects/python-sandbox/stdlib/inspect/compare_classes.py,38
compare_classes,/Users/haiv/Projects/python-sandbox/stdlib/inspect/compare_classes.py,46
SomeClass,/Users/haiv/Projects/python-sandbox/stdlib/inspect/old/some_module.py,1
SomeClass.a,/Users/haiv/Projects/python-sandbox/stdlib/inspect/old/some_module.py,3
SomeClass.b,/Users/haiv/Projects/python-sandbox/stdlib/inspect/old/some_module.py,7
DeprecatedClass,/Users/haiv/Projects/python-sandbox/stdlib/inspect/old/some_module.py,10
DeprecatedClass,/Users/haiv/Projects/python-sandbox/stdlib/inspect/old/deprecated_module.py,1
SomeClass,/Users/haiv/Projects/python-sandbox/stdlib/inspect/old/some_module.py,1
SomeClass.a,/Users/haiv/Projects/python-sandbox/stdlib/inspect/old/some_module.py,3
SomeClass.b,/Users/haiv/Projects/python-sandbox/stdlib/inspect/old/some_module.py,7
DeprecatedClass,/Users/haiv/Projects/python-sandbox/stdlib/inspect/old/some_module.py,10
NewClass,/Users/haiv/Projects/python-sandbox/stdlib/inspect/new/new_module.py,1
NewClass.a,/Users/haiv/Projects/python-sandbox/stdlib/inspect/new/new_module.py,3
main,/Users/haiv/Projects/python-sandbox/tools/dtree/src/dtree/main.py,21
main,/Users/haiv/Projects/python-sandbox/tools/dtree/src/dtree/main.py,21
Config,/Users/haiv/Projects/python-sandbox/3party/flask/microblog/config.py,5
namedtuple,/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/collections/__init__.py,345
namedtuple._make,/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/collections/__init__.py,438
namedtuple._replace,/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/collections/__init__.py,447
namedtuple.__repr__,/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/collections/__init__.py,456
namedtuple._asdict,/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/collections/__init__.py,460
namedtuple.__getnewargs__,/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/collections/__init__.py,464
print_grades,/Users/haiv/Projects/python-sandbox/stdlib/heapq/grades.py,8
show_heap,/Users/haiv/Projects/python-sandbox/stdlib/heapq/heapq_tryout.py,8
main,/Users/haiv/Projects/python-sandbox/stdlib/heapq/heapq_tryout.py,14
heappop,/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/heapq.py,135
heappush,/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/heapq.py,130
heappushpop,/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/heapq.py,161
heapreplace,/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/heapq.py,145
main,/Users/haiv/Projects/python-sandbox/stdlib/heapq/priority_tasks.py,13
ElapseTime,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/reusable_context_manager.py,14
ElapseTime.__init__,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/reusable_context_manager.py,15
ElapseTime.__enter__,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/reusable_context_manager.py,21
ElapseTime.__exit__,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/reusable_context_manager.py,25
main,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/reusable_context_manager.py,31
tag,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/object_out_of_scope.py,10
myfile,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/exit_stack_tryout.py,6
MyResource,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/exit_stack_tryout.py,12
MyResource.__enter__,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/exit_stack_tryout.py,13
MyResource.__exit__,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/exit_stack_tryout.py,16
main,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/exit_stack_tryout.py,20
Tag,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/context_manager_class.py,4
Tag.__init__,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/context_manager_class.py,5
Tag.__enter__,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/context_manager_class.py,8
Tag.__exit__,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/context_manager_class.py,12
contextmanager,/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/contextlib.py,215
contextmanager.helper,/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/contextlib.py,243
tag,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/context_manager_function.py,4
tag,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/context_return_value.py,4
main,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/redirect.py,9
mycontext,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/context_manager_and_exit.py,8
main,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/context_manager_and_exit.py,16
make_vm,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/exit_stack_explicit_close.py,7
TestBed,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/exit_stack_explicit_close.py,13
TestBed.__init__,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/exit_stack_explicit_close.py,14
TestBed.__del__,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/exit_stack_explicit_close.py,21
main,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/exit_stack_explicit_close.py,25
main,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/exit_stack_is_reusable.py,6
TempFile,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/tempfile_not_deleted_upon_error_using_object.py,17
TempFile.__init__,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/tempfile_not_deleted_upon_error_using_object.py,18
TempFile.__enter__,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/tempfile_not_deleted_upon_error_using_object.py,25
TempFile.__exit__,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/tempfile_not_deleted_upon_error_using_object.py,28
MyTests,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/tempfile_not_deleted_upon_error_using_object.py,38
MyTests.test_that_failed,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/tempfile_not_deleted_upon_error_using_object.py,39
MyTests.test_that_passed,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/tempfile_not_deleted_upon_error_using_object.py,44
context1,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/cleanup_order.py,14
context2,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/cleanup_order.py,21
main,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/cleanup_order.py,29
create_temp_file,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/tempfile_not_deleted_upon_error.py,15
MyTests,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/tempfile_not_deleted_upon_error.py,35
MyTests.setUp,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/tempfile_not_deleted_upon_error.py,36
MyTests.tearDown,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/tempfile_not_deleted_upon_error.py,39
MyTests.test_that_failed,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/tempfile_not_deleted_upon_error.py,42
MyTests.test_that_passed,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/tempfile_not_deleted_upon_error.py,47
contextmanager,/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/contextlib.py,215
contextmanager.helper,/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/contextlib.py,243
tag,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/yield_more_than_one_items.py,5
MyObject,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/closing_tryout.py,8
MyObject.close,/Users/haiv/Projects/python-sandbox/stdlib/contextlib/closing_tryout.py,9
